"No.","Time","Source","Destination","Protocol","losts","count","req_ms","losts_extend"
"138724","181.344820","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16290 : 0,2,8,11,]","4","5851278",""
"138741","181.369412","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16296 : 0,]","1","5851303",""
"138752","181.394483","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16306 : 0,6,7,8,9,13,14,15,]","8","5851328",""
"138763","181.419498","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16298 : 0,3,]","2","5851353",""
"138790","181.443793","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16296 : 0,]","1","5851378",""
"138801","181.469242","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16306 : 0,6,7,9,13,14,15,]","7","5851403",""
"138814","181.495315","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16298 : 0,]","1","5851428",""
"138828","181.519646","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16296 : 0,27,28,29,30,31,32,33,35,]","9","5851453",""
"138839","181.544640","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16306 : 0,7,9,13,15,]","5","5851478",""
"138865","181.569043","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16298 : 0,]","1","5851503",""
"138879","181.595425","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16296 : 0,27,28,29,30,31,]","6","5851529",""
"138894","181.620607","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16321 : 0,]","1","5851555",""
"138936","181.673934","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16296 : 0,27,28,29,37,38,39,40,41,43,45,46,]","12","5851607",""
"138945","181.698563","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16321 : 0,]","1","5851632",""
"138987","181.723486","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16344 : 0,1,2,3,4,5,]","6","5851657",""
"139004","181.748110","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16296 : 0,27,29,37,39,40,41,46,]","8","5851682",""
"139031","181.773359","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16321 : 0,31,32,33,34,36,]","6","5851707",""
"139046","181.798402","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16344 : 0,2,5,]","3","5851732",""
"139069","181.822938","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16325 : 0,8,10,12,34,35,]","6","5851757",""
"139078","181.848346","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16321 : 0,33,36,]","3","5851782",""
"139098","181.873602","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16346 : 0,3,]","2","5851807",""
"139111","181.898464","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16325 : 0,10,34,]","3","5851832",""
"139132","181.924007","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16354 : 0,8,9,11,12,13,]","6","5851857",""
"139148","181.948479","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16346 : 0,]","1","5851882",""
"139162","181.974265","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16325 : 0,10,34,44,]","4","5851908",""
"139181","181.999732","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16354 : 0,8,9,11,13,]","5","5851933",""
"139201","182.024712","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16346 : 0,]","1","5851958",""
"139227","182.048938","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16325 : 0,10,34,44,46,47,48,49,50,]","9","5851983",""
"139242","182.074861","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16354 : 0,8,9,]","3","5852008",""
"139277","182.125468","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16335 : 0,24,34,37,39,40,]","6","5852058",""
"139291","182.149501","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16354 : 0,8,25,26,27,28,29,30,31,32,]","10","5852083",""
"139308","182.175052","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16389 : 0,1,]","2","5852108",""
"139335","182.199451","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16359 : 0,10,13,16,]","4","5852133",""
"139349","182.224082","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16354 : 0,8,25,26,27,29,30,32,]","8","5852158",""
"139374","182.249735","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16389 : 0,]","1","5852183",""
"139399","182.273975","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16359 : 0,]","1","5852208",""
"139405","182.299320","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16379 : 0,1,2,5,7,]","5","5852233",""
"139426","182.329702","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16389 : 0,8,9,10,11,13,15,]","7","5852258",""
"139465","182.400735","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16379 : 0,1,2,5,19,20,23,25,]","8","5852335",""
"139480","182.426376","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16389 : 0,]","1","5852360",""
"139503","182.452178","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16406 : 0,1,2,3,4,5,]","6","5852386",""
"139511","182.478954","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16379 : 0,1,5,20,23,]","5","5852411",""
"139527","182.502765","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16389 : 0,24,25,]","3","5852436",""
"139547","182.527395","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16406 : 0,1,2,3,4,]","5","5852461",""
"139566","182.553012","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,19,22,]","3","5852487",""
"139575","182.578163","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16389 : 0,25,30,32,34,]","5","5852512",""
"139595","182.603500","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16407 : 0,1,2,3,]","4","5852537",""
"139618","182.628457","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,19,22,]","3","5852562",""
"139636","182.654561","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16389 : 0,25,32,36,37,38,]","6","5852587",""
"139645","182.678861","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16407 : 0,1,2,]","3","5852612",""
"139672","182.703772","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,19,22,49,50,51,52,53,54,55,56,58,59,]","13","5852637",""
"139685","182.728607","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16414 : 0,]","1","5852662",""
"139711","182.753631","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16407 : 0,1,2,]","3","5852687",""
"139728","182.778591","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,19,22,49,50,51,53,54,55,56,62,63,64,65,]","14","5852712",""
"139767","182.829152","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16408 : 0,1,39,40,42,43,44,]","7","5852763",""
"139780","182.855100","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,22,49,51,53,54,55,56,63,64,]","10","5852789",""
"139822","182.907071","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16408 : 0,1,39,42,44,]","5","5852841",""
"139830","182.932866","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,53,54,55,56,63,]","6","5852867",""
"139873","182.983560","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16408 : 0,1,42,]","3","5852917",""
"139887","183.007847","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,53,54,55,56,]","5","5852942",""
"139914","183.058721","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16409 : 0,41,]","2","5852993",""
"139926","183.083251","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,56,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,]","24","5853017",""
"139977","183.133603","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16409 : 0,41,]","2","5853067",""
"139989","183.160821","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,74,76,77,78,80,81,82,83,85,86,92,93,95,97,98,99,101,]","18","5853092",""
"140034","183.208381","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,]","1","5853142",""
"140043","183.233941","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,77,78,80,81,82,83,85,86,92,98,99,101,]","13","5853168",""
"140070","183.284178","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,]","1","5853218",""
"140093","183.308992","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,77,78,80,81,82,83,92,101,]","9","5853243",""
"140103","183.334269","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16483 : 0,1,2,3,4,5,6,7,]","8","5853268",""
"140128","183.359238","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,]","1","5853293",""
"140148","183.384397","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,77,78,81,82,92,101,113,114,]","9","5853318",""
"140157","183.409451","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16483 : 0,1,2,3,4,5,6,]","7","5853343",""
"140184","183.434209","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,46,47,48,49,51,]","6","5853368",""
"140205","183.460417","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16380 : 0,77,78,81,92,113,]","6","5853394",""
"140218","183.485615","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16483 : 0,1,2,4,5,]","5","5853419",""
"140248","183.510848","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,47,48,49,]","4","5853444",""
"140268","183.534675","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16457 : 0,1,4,36,46,47,48,]","7","5853469",""
"140285","183.560956","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16483 : 0,1,2,4,5,24,25,26,28,30,]","10","5853494",""
"140305","183.585501","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,47,48,]","3","5853519",""
"140323","183.610086","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16457 : 0,1,4,36,46,47,58,59,60,61,62,]","11","5853544",""
"140333","183.635496","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16483 : 0,2,5,24,25,]","5","5853569",""
"140352","183.660663","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,47,48,]","3","5853594",""
"140382","183.685562","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16457 : 0,1,36,46,59,60,61,62,]","8","5853619",""
"140399","183.710693","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16483 : 0,5,25,38,42,]","5","5853644",""
"140423","183.735880","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,47,48,]","3","5853670",""
"140452","183.761897","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16457 : 0,1,36,46,60,61,62,71,72,74,75,76,]","12","5853696",""
"140480","183.788108","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16483 : 0,5,25,42,]","4","5853722",""
"140507","183.813459","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16450 : 0,48,85,86,87,88,92,93,94,]","9","5853747",""
"140517","183.838718","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16457 : 0,1,36,61,62,71,72,75,76,]","9","5853772",""
"140536","183.863622","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16483 : 0,5,42,64,]","4","5853797",""
"140558","183.889381","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16536 : 0,1,2,6,7,8,]","6","5853823",""
"140570","183.914460","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16457 : 0,36,62,71,72,76,]","6","5853848",""
"140584","183.939838","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16525 : 0,]","1","5853873",""
"140610","183.964738","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16536 : 0,1,2,6,7,8,]","6","5853898",""
"140625","183.989499","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16493 : 0,26,35,36,40,]","5","5853923",""
"140647","184.014728","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16525 : 0,24,25,26,29,30,31,]","7","5853948",""
"140658","184.039950","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16536 : 0,1,2,6,7,8,]","6","5853973",""
"140681","184.064068","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16519 : 0,9,10,39,40,41,42,43,]","8","5853998",""
"140701","184.089521","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16525 : 0,24,26,29,30,31,]","6","5854023",""
"140722","184.114308","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16537 : 0,1,7,]","3","5854048",""
"140733","184.139184","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16529 : 0,29,30,32,33,35,38,39,41,]","9","5854073",""
"140744","184.164361","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,2,6,7,]","4","5854098",""
"140776","184.214829","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16529 : 0,30,32,35,38,39,41,]","7","5854148",""
"140793","184.240992","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,7,23,]","3","5854173",""
"140847","184.288879","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16559 : 0,5,8,11,]","4","5854223",""
"140861","184.314346","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,23,26,27,28,30,]","6","5854248",""
"140881","184.339726","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16583 : 0,1,2,3,]","4","5854273",""
"140907","184.364185","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16564 : 0,3,6,]","3","5854298",""
"140924","184.389808","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,23,26,28,]","4","5854324",""
"140932","184.416014","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16584 : 0,1,2,4,5,6,]","6","5854350",""
"140948","184.442892","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16567 : 0,]","1","5854375",""
"140973","184.466859","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,23,26,28,]","4","5854401",""
"140987","184.492134","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16584 : 0,2,5,6,8,9,10,11,12,]","9","5854426",""
"141042","184.542305","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,26,28,]","3","5854476",""
"141057","184.566906","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16584 : 0,2,6,8,10,11,]","6","5854501",""
"141095","184.616697","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,26,28,50,51,52,53,54,55,56,57,58,59,60,61,62,]","16","5854551",""
"141106","184.642351","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16584 : 0,2,6,8,10,11,]","6","5854576",""
"141155","184.692335","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,28,50,51,52,53,54,55,56,57,59,62,64,65,]","14","5854626",""
"141165","184.717110","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16584 : 0,2,10,]","3","5854651",""
"141190","184.742734","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16616 : 0,1,]","2","5854676",""
"141205","184.767967","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,51,52,54,57,59,62,65,]","8","5854701",""
"141225","184.792429","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16594 : 0,]","1","5854726",""
"141245","184.817552","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16619 : 0,1,2,3,]","4","5854751",""
"141254","184.842805","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16549 : 0,51,54,57,59,62,]","6","5854776",""
"141272","184.866952","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16594 : 0,]","1","5854801",""
"141289","184.892545","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16621 : 0,]","1","5854826",""
"141310","184.917711","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16603 : 0,3,8,]","3","5854852",""
"141349","184.969183","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16621 : 0,6,7,8,9,10,11,13,14,]","9","5854903",""
"141367","184.994189","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16603 : 0,8,34,35,36,37,38,39,]","8","5854928",""
"141414","185.045227","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16621 : 0,6,7,8,9,10,13,14,23,]","9","5854978",""
"141423","185.069631","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16603 : 0,34,35,36,39,43,44,45,]","8","5855003",""
"141458","185.119248","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16627 : 0,1,3,4,7,8,17,]","7","5855053",""
"141475","185.144043","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16603 : 0,34,36,43,]","4","5855078",""
"141511","185.193976","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16630 : 0,1,5,14,22,23,24,]","7","5855128",""
"141528","185.218986","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16603 : 0,34,36,43,]","4","5855153",""
"141564","185.271137","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16630 : 0,1,5,23,24,26,27,28,29,30,32,]","11","5855203",""
"141583","185.296443","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16637 : 0,9,]","2","5855228",""
"141625","185.345244","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16630 : 0,23,24,26,29,30,32,34,36,]","9","5855279",""
"141642","185.370224","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16637 : 0,9,]","2","5855304",""
"141682","185.420489","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16654 : 0,6,10,12,14,15,16,17,18,19,]","10","5855354",""
"141691","185.445188","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16637 : 0,9,]","2","5855379",""
"141728","185.470263","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16675 : 0,1,2,3,4,5,]","6","5855404",""
"141736","185.495256","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16654 : 0,6,10,12,17,18,]","6","5855429",""
"141764","185.521608","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16637 : 0,9,45,46,47,48,49,50,51,52,54,55,]","12","5855455",""
"141786","185.546606","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16675 : 0,1,3,5,]","4","5855480",""
"141804","185.571874","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16654 : 0,6,10,12,17,]","5","5855505",""
"141820","185.596090","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16637 : 0,9,45,48,49,51,54,55,57,]","9","5855530",""
"141838","185.620885","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16675 : 0,3,5,]","3","5855555",""
"141854","185.647247","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16654 : 0,6,12,]","3","5855581",""
"141876","185.672082","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16637 : 0,9,48,49,57,59,60,61,62,63,]","10","5855606",""
"141890","185.697965","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16675 : 0,5,]","2","5855631",""
"141911","185.722451","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16654 : 0,48,49,50,51,]","5","5855656",""
"141921","185.747438","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16637 : 0,9,49,57,60,62,63,]","7","5855681",""
"141937","185.772424","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16675 : 0,]","1","5855706",""
"141958","185.797490","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16702 : 0,1,]","2","5855731",""
"141966","185.822571","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16646 : 0,40,48,51,53,54,]","6","5855756",""
"141982","185.847167","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16675 : 0,34,35,36,37,38,39,]","7","5855781",""
"141993","185.872019","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16702 : 0,1,]","2","5855806",""
"142016","185.898211","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16646 : 0,48,51,54,]","4","5855832",""
"142033","185.923170","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,1,3,4,]","4","5855857",""
"142053","185.948569","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16702 : 0,14,15,16,17,]","5","5855882",""
"142069","185.973925","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16646 : 0,48,54,]","3","5855908",""
"142079","185.999776","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,3,12,13,14,15,]","6","5855934",""
"142100","186.025955","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16719 : 0,]","1","5855960",""
"142118","186.051989","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16646 : 0,]","1","5855986",""
"142137","186.078154","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,12,13,14,15,17,18,19,21,]","9","5856011",""
"142151","186.102979","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16733 : 0,1,2,3,]","4","5856036",""
"142178","186.127392","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16646 : 0,]","1","5856061",""
"142200","186.152713","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,13,18,19,21,]","5","5856087",""
"142211","186.178325","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16734 : 0,1,2,4,5,6,7,8,9,10,11,]","11","5856112",""
"142226","186.202987","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16646 : 0,]","1","5856137",""
"142254","186.227896","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,13,19,21,]","4","5856162",""
"142274","186.253139","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16736 : 0,2,3,4,5,6,7,8,9,]","9","5856187",""
"142290","186.281182","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16646 : 0,]","1","5856212",""
"142318","186.303909","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,19,21,39,]","4","5856237",""
"142339","186.328112","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16739 : 0,1,2,3,4,5,6,12,14,15,16,]","11","5856262",""
"142350","186.353346","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16646 : 0,]","1","5856287",""
"142377","186.377999","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,19,21,39,]","4","5856312",""
"142387","186.403157","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16739 : 0,2,3,4,5,6,12,15,16,19,20,22,23,24,]","14","5856337",""
"142434","186.454969","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,19,21,]","3","5856389",""
"142454","186.480833","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16739 : 0,2,3,5,6,12,15,16,19,22,23,24,27,29,31,]","15","5856415",""
"142502","186.533037","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16710 : 0,19,21,62,64,65,]","6","5856465",""
"142514","186.556559","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[16739 : 0,3,5,6,12,15,16,22,24,29,]","10","5856491",""
