"No.","Time","Source","Destination","Protocol","losts","count","req_ms","losts_extend"
"5771","10.200591","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1272 : 0,34,35,36,38,39,]","6","5680134",""
"5821","10.251035","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1292 : 0,3,5,21,]","4","5680184",""
"5841","10.276749","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1272 : 0,35,39,]","3","5680210",""
"5861","10.302016","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1318 : 0,1,2,3,4,]","5","5680235",""
"5879","10.327478","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1292 : 0,5,21,]","3","5680261",""
"5898","10.353286","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1324 : 0,1,2,3,4,6,7,]","7","5680286",""
"5917","10.377884","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1318 : 0,3,4,]","3","5680311",""
"5940","10.403589","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1313 : 0,]","1","5680336",""
"5951","10.428383","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1324 : 0,1,2,3,6,7,9,10,12,13,14,]","11","5680361",""
"5964","10.452817","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1318 : 0,4,]","2","5680386",""
"5990","10.478277","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1313 : 0,]","1","5680411",""
"6004","10.502841","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1325 : 0,1,2,5,6,8,9,]","7","5680436",""
"6024","10.528323","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1322 : 0,19,]","2","5680461",""
"6048","10.553472","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1313 : 0,]","1","5680487",""
"6068","10.579554","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1325 : 0,1,2,5,6,8,9,20,21,22,23,24,25,]","13","5680513",""
"6094","10.604816","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1341 : 0,]","1","5680538",""
"6117","10.631444","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1354 : 0,]","1","5680563",""
"6126","10.655328","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1330 : 0,1,3,4,15,16,17,18,19,20,]","10","5680588",""
"6135","10.680827","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1356 : 0,1,2,3,4,5,6,7,]","8","5680614",""
"6155","10.705625","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1354 : 0,]","1","5680639",""
"6178","10.731747","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1330 : 0,1,3,4,15,17,19,20,]","8","5680664",""
"6198","10.756318","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1357 : 0,1,3,4,5,6,]","6","5680689",""
"6215","10.780524","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1354 : 0,]","1","5680714",""
"6246","10.805927","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1330 : 0,1,3,4,17,20,]","6","5680739",""
"6258","10.830482","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,3,4,5,8,9,10,11,12,14,15,]","11","5680764",""
"6311","10.880987","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1330 : 0,1,3,4,17,20,45,46,47,48,49,]","11","5680814",""
"6329","10.906074","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,3,4,5,8,10,11,12,15,]","9","5680839",""
"6382","10.956634","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1330 : 0,1,3,4,17,45,47,48,49,52,53,54,55,56,57,]","15","5680890",""
"6393","10.982422","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,3,4,5,10,11,15,]","7","5680915",""
"6457","11.031974","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1330 : 0,1,3,4,45,47,48,49,52,54,]","10","5680965",""
"6473","11.057102","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,3,4,5,10,15,]","6","5680990",""
"6488","11.082534","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1389 : 0,1,2,3,4,5,6,7,]","8","5681015",""
"6515","11.106988","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1330 : 0,1,4,45,48,]","5","5681040",""
"6527","11.132509","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,4,5,]","3","5681065",""
"6552","11.156857","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1389 : 0,1,2,3,4,6,10,11,12,13,15,]","11","5681090",""
"6577","11.183848","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1331 : 0,3,44,]","3","5681115",""
"6597","11.207799","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,5,]","2","5681141",""
"6624","11.234155","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1389 : 0,2,3,4,6,10,11,15,]","8","5681166",""
"6650","11.258281","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1331 : 0,3,75,76,77,]","5","5681191",""
"6689","11.283884","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,5,]","2","5681217",""
"6727","11.333562","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1389 : 0,3,4,6,11,15,17,18,23,24,25,26,27,28,29,30,31,32,33,34,]","20","5681267",""
"6749","11.359438","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1331 : 0,3,27,32,]","4","5681292",""
"6800","11.409018","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1393 : 0,2,13,20,21,22,24,26,28,29,30,32,33,34,]","14","5681342",""
"6817","11.434458","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,]","1","5681367",""
"6854","11.484885","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1393 : 0,2,13,20,21,22,26,28,30,32,]","10","5681418",""
"6868","11.510529","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1358 : 0,71,72,73,]","4","5681443",""
"6907","11.560354","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1395 : 0,11,18,19,20,24,26,30,]","8","5681493",""
"6922","11.584790","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1429 : 0,2,4,5,6,7,]","6","5681518",""
"6946","11.611075","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1438 : 0,2,]","2","5681544",""
"6960","11.636603","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1395 : 0,11,18,20,24,26,30,]","7","5681570",""
"6989","11.661677","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1429 : 0,5,6,]","3","5681594",""
"7010","11.687428","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1438 : 0,4,5,6,8,9,10,11,]","8","5681619",""
"7028","11.710958","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1395 : 0,11,18,20,24,26,30,]","7","5681644",""
"7050","11.736272","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1429 : 0,6,]","2","5681669",""
"7079","11.761288","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1443 : 0,1,3,4,5,6,]","6","5681694",""
"7098","11.786742","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1395 : 0,11,18,20,24,26,30,56,57,58,59,60,61,62,]","14","5681719",""
"7122","11.811620","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1429 : 0,6,]","2","5681744",""
"7145","11.837414","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1443 : 0,1,3,4,6,17,18,20,21,]","9","5681769",""
"7164","11.861096","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1406 : 0,7,9,15,19,47,48,50,]","8","5681794",""
"7186","11.887550","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1435 : 0,31,32,33,34,]","5","5681819",""
"7205","11.911474","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1443 : 0,1,6,17,20,21,]","6","5681844",""
"7229","11.936411","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1406 : 0,7,9,19,48,65,66,]","7","5681869",""
"7251","11.961339","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1435 : 0,31,32,33,34,]","5","5681894",""
"7270","11.988351","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1444 : 0,5,16,19,]","4","5681920",""
"7290","12.012971","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1406 : 0,7,9,19,48,65,66,]","7","5681946",""
"7308","12.038004","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1467 : 0,1,2,]","3","5681971",""
"7332","12.062882","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1449 : 0,]","1","5681996",""
"7345","12.087944","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1413 : 0,2,41,58,64,65,66,68,69,70,]","10","5682021",""
"7363","12.112768","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1467 : 0,1,2,]","3","5682046",""
"7393","12.138201","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1449 : 0,]","1","5682071",""
"7411","12.162933","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1413 : 0,41,65,66,]","4","5682096",""
"7432","12.188066","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1467 : 0,2,]","2","5682121",""
"7455","12.212965","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1449 : 0,37,38,39,40,41,43,44,45,]","9","5682146",""
"7465","12.240223","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1478 : 0,1,]","2","5682171",""
"7497","12.263802","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1467 : 0,2,]","2","5682197",""
"7519","12.289393","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1449 : 0,39,40,43,45,48,49,50,]","8","5682223",""
"7533","12.315551","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1478 : 0,1,]","2","5682249",""
"7574","12.341688","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1467 : 0,2,]","2","5682275",""
"7583","12.367020","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,9,11,]","3","5682300",""
"7609","12.392169","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1479 : 0,22,23,24,25,26,27,28,29,30,31,32,33,34,35,]","15","5682325",""
"7626","12.416767","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1469 : 0,47,]","2","5682350",""
"7653","12.442378","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,9,11,]","3","5682375",""
"7664","12.467222","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1479 : 0,22,23,25,26,27,30,31,40,41,43,44,]","12","5682400",""
"7678","12.493343","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1469 : 0,47,]","2","5682426",""
"7701","12.518414","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,]","1","5682451",""
"7721","12.543261","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1479 : 0,22,26,27,30,31,40,41,43,44,]","10","5682476",""
"7733","12.567790","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1469 : 0,47,]","2","5682501",""
"7756","12.592778","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,]","1","5682526",""
"7769","12.623513","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1501 : 0,8,9,19,21,22,24,25,26,27,28,30,]","12","5682551",""
"7786","12.647970","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1469 : 0,47,]","2","5682576",""
"7803","12.668324","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,45,46,47,]","4","5682601",""
"7819","12.694107","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1510 : 0,10,12,13,15,16,17,]","7","5682626",""
"7832","12.717631","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1469 : 0,47,]","2","5682651",""
"7860","12.743766","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,47,]","2","5682676",""
"7881","12.771017","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1510 : 0,10,12,16,17,]","5","5682701",""
"7894","12.793266","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1469 : 0,]","1","5682726",""
"7918","12.818095","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,47,49,50,51,52,53,54,55,56,57,58,59,]","13","5682751",""
"7937","12.844389","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1510 : 0,12,]","2","5682777",""
"7967","12.869364","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1469 : 0,81,83,84,86,87,]","6","5682802",""
"7975","12.894728","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,49,51,52,54,56,57,58,]","8","5682827",""
"8002","12.918941","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1510 : 0,12,]","2","5682852",""
"8014","12.943920","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1550 : 0,2,5,6,8,9,10,11,]","8","5682877",""
"8035","12.969011","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1488 : 0,49,52,56,57,]","5","5682902",""
"8052","12.994116","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1522 : 0,]","1","5682927",""
"8085","13.019311","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1550 : 0,2,5,6,9,10,11,13,14,15,16,]","11","5682952",""
"8103","13.044115","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1537 : 0,3,]","2","5682977",""
"8129","13.069462","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1522 : 0,]","1","5683002",""
"8136","13.094747","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1550 : 0,2,5,6,9,10,11,13,14,15,]","10","5683028",""
"8153","13.120655","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1540 : 0,31,32,33,34,]","5","5683053",""
"8177","13.144606","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1522 : 0,]","1","5683078",""
"8194","13.169756","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1550 : 0,5,6,10,14,15,]","6","5683103",""
"8201","13.195497","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1571 : 0,1,2,3,5,6,7,8,9,10,13,]","11","5683128",""
"8226","13.220651","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1522 : 0,]","1","5683153",""
"8246","13.246045","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1550 : 0,5,6,10,14,]","5","5683179",""
"8263","13.270266","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1571 : 0,1,5,6,7,9,10,]","7","5683203",""
"8282","13.297356","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1522 : 0,64,65,66,68,69,72,]","7","5683228",""
"8309","13.321148","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1550 : 0,5,6,]","3","5683253",""
"8333","13.344782","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1571 : 0,6,]","2","5683278",""
"8351","13.370558","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1590 : 0,1,4,]","3","5683303",""
"8365","13.395014","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1550 : 0,5,46,47,48,49,50,51,53,54,55,]","11","5683328",""
"8377","13.420998","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1577 : 0,]","1","5683354",""
"8399","13.449772","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1590 : 0,1,17,18,19,]","5","5683379",""
"8405","13.471602","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1555 : 0,43,44,45,46,48,50,]","7","5683405",""
"8420","13.496605","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1577 : 0,]","1","5683430",""
"8441","13.522281","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1590 : 0,1,17,]","3","5683455",""
"8467","13.546376","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1555 : 0,45,46,50,56,57,58,]","7","5683480",""
"8501","13.597468","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1590 : 0,17,]","2","5683531",""
"8519","13.623014","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1555 : 0,45,46,50,56,]","5","5683556",""
"8550","13.674125","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1590 : 0,17,]","2","5683606",""
"8573","13.697982","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1601 : 0,4,10,]","3","5683631",""
"8608","13.747805","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1590 : 0,17,]","2","5683681",""
"8631","13.773947","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1605 : 0,6,]","2","5683707",""
"8653","13.799598","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,]","26","5683733",""
"8665","13.824985","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1590 : 0,]","1","5683758",""
"8714","13.849968","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1605 : 0,6,38,]","3","5683783",""
"8723","13.875473","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,1,2,3,4,6,7,9,10,11,12,13,15,16,17,20,21,25,26,30,31,32,]","22","5683808",""
"8744","13.900364","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1590 : 0,]","1","5683833",""
"8780","13.924971","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1605 : 0,6,44,46,]","4","5683858",""
"8792","13.950416","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,1,2,4,6,7,9,11,12,13,15,16,20,31,32,]","15","5683883",""
"8807","13.974805","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1654 : 0,1,2,3,4,]","5","5683908",""
"8842","13.999764","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1605 : 0,6,44,46,]","4","5683933",""
"8850","14.024475","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,2,4,7,11,13,16,20,31,]","9","5683958",""
"8869","14.049877","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1654 : 0,1,3,4,7,8,9,11,]","8","5683983",""
"8878","14.074905","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1605 : 0,6,44,46,]","4","5684008",""
"8906","14.100964","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,4,7,31,]","4","5684034",""
"8925","14.126807","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1654 : 0,1,3,7,8,9,11,]","7","5684060",""
"8942","14.152373","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1611 : 0,38,40,]","3","5684085",""
"8955","14.177096","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1667 : 0,1,2,3,4,]","5","5684110",""
"8984","14.201739","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1673 : 0,]","1","5684135",""
"9009","14.227133","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,4,7,]","3","5684160",""
"9023","14.251814","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1654 : 0,1,8,11,]","4","5684185",""
"9033","14.276615","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1649 : 0,2,18,19,21,22,]","6","5684210",""
"9052","14.303112","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1673 : 0,5,6,7,8,9,10,]","7","5684236",""
"9092","14.353014","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,]","1","5684286",""
"9105","14.377593","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1651 : 0,4,11,17,19,20,27,28,29,30,31,]","11","5684311",""
"9116","14.402695","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1673 : 0,12,13,14,15,]","5","5684336",""
"9138","14.427912","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,]","1","5684361",""
"9161","14.453086","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1651 : 0,4,11,17,19,27,28,29,30,31,39,40,41,42,]","14","5684386",""
"9169","14.478187","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1685 : 0,2,3,]","3","5684411",""
"9193","14.503368","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1615 : 0,81,82,83,]","4","5684436",""
"9217","14.528614","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1662 : 0,8,16,17,18,20,28,30,]","8","5684462",""
"9230","14.553376","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1685 : 0,]","1","5684487",""
"9257","14.579157","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1696 : 0,2,5,6,7,8,9,10,]","8","5684512",""
"9267","14.604230","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1662 : 0,8,16,17,18,20,30,]","7","5684537",""
"9288","14.628711","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1685 : 0,]","1","5684562",""
"9314","14.654442","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1696 : 0,2,6,7,9,10,]","6","5684587",""
"9319","14.678818","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1662 : 0,16,17,20,30,]","5","5684612",""
"9346","14.704393","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1685 : 0,23,24,25,26,27,28,29,]","8","5684637",""
"9356","14.728847","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1696 : 0,2,6,7,]","4","5684662",""
"9380","14.754382","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1662 : 0,16,20,]","3","5684687",""
"9406","14.779194","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1685 : 0,25,26,27,28,29,]","6","5684712",""
"9420","14.804021","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1698 : 0,4,5,19,20,21,22,23,24,]","9","5684737",""
"9447","14.829710","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1662 : 0,20,]","2","5684763",""
"9474","14.854919","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1710 : 0,2,3,4,15,16,17,18,19,]","9","5684788",""
"9484","14.880460","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1698 : 0,4,5,20,21,22,23,24,]","8","5684813",""
"9510","14.905400","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1662 : 0,20,]","2","5684838",""
"9530","14.930446","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1710 : 0,3,4,15,17,18,22,23,24,25,26,27,]","12","5684863",""
"9545","14.955600","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1698 : 0,5,20,22,23,]","5","5684889",""
"9562","14.981799","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1662 : 0,20,]","2","5684915",""
"9585","15.008170","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1710 : 0,3,4,15,17,22,23,24,25,26,]","10","5684940",""
"9592","15.033975","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1698 : 0,5,20,23,]","4","5684966",""
"9622","15.059028","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1662 : 0,20,79,80,81,82,83,84,]","8","5684991",""
"9630","15.083649","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1710 : 0,3,4,15,22,24,]","6","5685017",""
"9650","15.109326","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1698 : 0,5,20,]","3","5685042",""
"9666","15.133719","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1741 : 0,1,2,3,4,]","5","5685067",""
"9684","15.158856","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1710 : 0,3,4,15,22,24,]","6","5685092",""
"9701","15.183657","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1698 : 0,20,50,51,52,53,54,55,56,]","9","5685117",""
"9718","15.208594","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1741 : 0,1,2,]","3","5685142",""
"9733","15.234045","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1710 : 0,3,4,15,22,24,]","6","5685167",""
"9740","15.258701","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1748 : 0,1,3,4,5,]","5","5685192",""
"9768","15.284292","192.168.1.2","58.211.82.170","UDP1.VIDEO_REX_REQ_V3","[1742 : 0,1,]","2","5685217",""
