"No.","Time","Source","Destination","Protocol","frame","subseq","seq","ts","pkt_cnt","stream_type","frame_type"
"816","2.976599","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","10","263","14838","14","0","1"
"817","2.976599","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","11","264","14838","14","0","1"
"818","2.976599","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","12","265","14838","14","0","1"
"819","2.976721","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1028","13","266","14839","14","0","1"
"837","3.028607","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","0","267","14892","12","0","1"
"838","3.028608","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","1","268","14893","12","0","1"
"839","3.028608","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","2","269","14893","12","0","1"
"840","3.028608","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","3","270","14893","12","0","1"
"841","3.028608","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","4","271","14893","12","0","1"
"842","3.028608","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","5","272","14893","12","0","1"
"843","3.028608","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","6","273","14893","12","0","1"
"844","3.028608","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","7","274","14894","12","0","1"
"845","3.028729","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","8","275","14894","12","0","1"
"846","3.028729","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","9","276","14894","12","0","1"
"847","3.028729","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","10","277","14894","12","0","1"
"848","3.028729","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1029","11","278","14894","12","0","1"
"875","3.088004","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","0","279","14957","13","0","1"
"876","3.088004","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","1","280","14957","13","0","1"
"879","3.097231","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","2","281","14957","13","0","1"
"880","3.097231","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","3","282","14957","13","0","1"
"881","3.097232","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","4","283","14959","13","0","1"
"882","3.097232","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","5","284","14960","13","0","1"
"883","3.097232","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","6","285","14961","13","0","1"
"884","3.097232","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","7","286","14961","13","0","1"
"885","3.097232","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","8","287","14961","13","0","1"
"886","3.097232","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","9","288","14961","13","0","1"
"887","3.097340","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","10","289","14961","13","0","1"
"888","3.097340","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","11","290","14962","13","0","1"
"889","3.097340","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1030","12","291","14962","13","0","1"
"909","3.156592","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","0","292","15020","13","0","1"
"910","3.156592","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","1","293","15021","13","0","1"
"911","3.156592","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","2","294","15021","13","0","1"
"912","3.156592","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","3","295","15021","13","0","1"
"913","3.156592","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","4","296","15021","13","0","1"
"914","3.156592","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","5","297","15021","13","0","1"
"915","3.156593","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","6","298","15022","13","0","1"
"916","3.156593","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","7","299","15022","13","0","1"
"917","3.156710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","8","300","15022","13","0","1"
"918","3.156710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","9","301","15023","13","0","1"
"919","3.156710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","10","302","15023","13","0","1"
"920","3.156710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","11","303","15023","13","0","1"
"921","3.156710","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1031","12","304","15024","13","0","1"
"949","3.229515","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","0","305","15087","14","0","1"
"950","3.229515","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","1","306","15088","14","0","1"
"951","3.229515","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","2","307","15090","14","0","1"
"952","3.229515","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","3","308","15091","14","0","1"
"953","3.229515","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","4","309","15091","14","0","1"
"954","3.229516","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","5","310","15091","14","0","1"
"955","3.229516","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","6","311","15092","14","0","1"
"956","3.229516","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","7","312","15092","14","0","1"
"957","3.229638","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","8","313","15092","14","0","1"
"958","3.229639","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","9","314","15092","14","0","1"
"959","3.229639","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","10","315","15092","14","0","1"
"960","3.229639","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","11","316","15092","14","0","1"
"961","3.229639","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","12","317","15092","14","0","1"
"962","3.229639","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1032","13","318","15093","14","0","1"
"984","3.288696","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","0","319","15154","13","0","1"
"985","3.288696","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","1","320","15155","13","0","1"
"986","3.288696","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","2","321","15155","13","0","1"
"987","3.288696","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","3","322","15155","13","0","1"
"988","3.288696","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","4","323","15155","13","0","1"
"989","3.288696","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","5","324","15156","13","0","1"
"990","3.288696","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","6","325","15156","13","0","1"
"991","3.288814","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","7","326","15156","13","0","1"
"992","3.288814","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","8","327","15156","13","0","1"
"993","3.288815","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","9","328","15157","13","0","1"
"994","3.288815","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","10","329","15157","13","0","1"
"995","3.288815","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","11","330","15157","13","0","1"
"996","3.288815","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1033","12","331","15157","13","0","1"
"1020","3.358890","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","0","332","15222","13","0","1"
"1021","3.358890","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","1","333","15222","13","0","1"
"1022","3.358890","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","2","334","15223","13","0","1"
"1023","3.358890","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","3","335","15223","13","0","1"
"1024","3.358890","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","4","336","15223","13","0","1"
"1025","3.358891","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","5","337","15223","13","0","1"
"1026","3.358891","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","6","338","15223","13","0","1"
"1027","3.359009","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","7","339","15223","13","0","1"
"1028","3.359009","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","8","340","15223","13","0","1"
"1029","3.359009","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","9","341","15223","13","0","1"
"1030","3.359009","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","10","342","15225","13","0","1"
"1031","3.359009","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","11","343","15225","13","0","1"
"1032","3.359009","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1034","12","344","15225","13","0","1"
"1052","3.428749","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","0","345","15291","12","0","1"
"1053","3.428749","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","1","346","15291","12","0","1"
"1054","3.428749","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","2","347","15292","12","0","1"
"1055","3.428749","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","3","348","15292","12","0","1"
"1056","3.428749","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","4","349","15292","12","0","1"
"1057","3.428749","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","5","350","15292","12","0","1"
"1058","3.428749","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","6","351","15292","12","0","1"
"1059","3.428749","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","7","352","15292","12","0","1"
"1060","3.428861","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","8","353","15293","12","0","1"
"1061","3.428861","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","9","354","15293","12","0","1"
"1062","3.428861","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","10","355","15293","12","0","1"
"1063","3.428861","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1035","11","356","15293","12","0","1"
"1098","3.558508","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","0","357","15351","11","0","1"
"1099","3.558508","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","1","358","15351","11","0","1"
"1100","3.558509","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","2","359","15352","11","0","1"
"1101","3.558509","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","3","360","15352","11","0","1"
"1102","3.558509","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","4","361","15353","11","0","1"
"1103","3.558509","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","5","362","15355","11","0","1"
"1104","3.558509","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","6","363","15355","11","0","1"
"1105","3.558509","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","7","364","15355","11","0","1"
"1106","3.558618","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","8","365","15355","11","0","1"
"1107","3.558618","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","9","366","15356","11","0","1"
"1108","3.558618","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1036","10","367","15356","11","0","1"
"1114","3.558688","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","0","368","15417","11","0","1"
"1115","3.558688","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","1","369","15417","11","0","1"
"1116","3.558688","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","2","370","15417","11","0","1"
"1117","3.558688","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","3","371","15418","11","0","1"
"1118","3.558688","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","4","372","15418","11","0","1"
"1119","3.558688","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","5","373","15418","11","0","1"
"1120","3.558688","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","6","374","15418","11","0","1"
"1121","3.558689","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","7","375","15418","11","0","1"
"1122","3.558771","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","8","376","15418","11","0","1"
"1123","3.558771","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","9","377","15419","11","0","1"
"1124","3.558771","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1037","10","378","15419","11","0","1"
"1147","3.616050","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","0","379","15482","11","0","1"
"1148","3.616050","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","1","380","15483","11","0","1"
"1149","3.616050","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","2","381","15483","11","0","1"
"1150","3.616050","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","3","382","15484","11","0","1"
"1151","3.616050","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","4","383","15485","11","0","1"
"1153","3.629621","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","5","384","15486","11","0","1"
"1154","3.629622","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","6","385","15486","11","0","1"
"1155","3.629622","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","7","386","15486","11","0","1"
"1156","3.629622","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","8","387","15486","11","0","1"
"1157","3.629622","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","9","388","15487","11","0","1"
"1158","3.629622","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1038","10","389","15487","11","0","1"
"1176","3.688491","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","0","390","15546","11","0","1"
"1177","3.688492","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","1","391","15546","11","0","1"
"1178","3.688492","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","2","392","15547","11","0","1"
"1179","3.688492","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","3","393","15547","11","0","1"
"1180","3.688492","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","4","394","15547","11","0","1"
"1181","3.688492","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","5","395","15547","11","0","1"
"1182","3.688492","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","6","396","15547","11","0","1"
"1183","3.688492","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","7","397","15547","11","0","1"
"1184","3.688613","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","8","398","15547","11","0","1"
"1185","3.688613","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","9","399","15548","11","0","1"
"1186","3.688613","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1039","10","400","15548","11","0","1"
"1205","3.748207","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1040","0","401","15617","7","0","1"
"1206","3.748207","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1040","1","402","15618","7","0","1"
"1209","3.758302","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1040","2","403","15618","7","0","1"
"1210","3.758302","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1040","3","404","15618","7","0","1"
"1211","3.758302","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1040","4","405","15618","7","0","1"
"1212","3.758302","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1040","5","406","15618","7","0","1"
"1213","3.758303","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1040","6","407","15618","7","0","1"
"1229","3.816206","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1041","0","408","15682","7","0","1"
"1230","3.816206","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1041","1","409","15683","7","0","1"
"1231","3.816206","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1041","2","410","15683","7","0","1"
"1232","3.816206","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1041","3","411","15683","7","0","1"
"1234","3.828101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1041","4","412","15684","7","0","1"
"1235","3.828101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1041","5","413","15684","7","0","1"
"1236","3.828101","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1041","6","414","15684","7","0","1"
"1249","3.888257","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1042","0","415","15753","6","0","1"
"1250","3.888257","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1042","1","416","15754","6","0","1"
"1251","3.888257","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1042","2","417","15754","6","0","1"
"1252","3.888257","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1042","3","418","15754","6","0","1"
"1253","3.888258","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1042","4","419","15755","6","0","1"
"1254","3.888258","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1042","5","420","15755","6","0","1"
"1271","3.948089","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1043","0","421","15818","6","0","1"
"1274","3.957182","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1043","1","422","15818","6","0","1"
"1275","3.957182","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1043","2","423","15818","6","0","1"
"1276","3.957182","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1043","3","424","15818","6","0","1"
"1277","3.957182","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1043","4","425","15818","6","0","1"
"1278","3.957183","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1043","5","426","15819","6","0","1"
"1291","4.016063","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1044","0","427","15883","6","0","1"
"1292","4.016063","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1044","1","428","15884","6","0","1"
"1293","4.016063","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1044","2","429","15884","6","0","1"
"1294","4.016063","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1044","3","430","15884","6","0","1"
"1297","4.029273","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1044","4","431","15884","6","0","1"
"1298","4.029273","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1044","5","432","15884","6","0","1"
"1311","4.088192","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1045","0","433","15949","6","0","1"
"1312","4.088192","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1045","1","434","15949","6","0","1"
"1313","4.088193","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1045","2","435","15949","6","0","1"
"1314","4.088193","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1045","3","436","15950","6","0","1"
"1315","4.088193","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1045","4","437","15950","6","0","1"
"1316","4.088193","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1045","5","438","15951","6","0","1"
"1341","4.228109","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1046","0","439","16015","6","0","1"
"1342","4.228109","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1046","1","440","16016","6","0","1"
"1343","4.228109","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1046","2","441","16017","6","0","1"
"1346","4.236541","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1046","3","442","16017","6","0","1"
"1347","4.236541","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1046","4","443","16018","6","0","1"
"1348","4.236541","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1046","5","444","16018","6","0","1"
"1352","4.236541","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1047","0","445","16079","6","0","1"
"1353","4.236541","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1047","1","446","16080","6","0","1"
"1354","4.236662","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1047","2","447","16081","6","0","1"
"1355","4.236662","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1047","3","448","16081","6","0","1"
"1356","4.236662","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1047","4","449","16082","6","0","1"
"1357","4.236662","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1047","5","450","16082","6","0","1"
"1372","4.277294","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1048","0","451","16147","6","0","1"
"1374","4.288537","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1048","1","452","16147","6","0","1"
"1375","4.288538","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1048","2","453","16147","6","0","1"
"1376","4.288538","58.211.82.170","192.168.1.2","UDP1.VIDEO4","1048","3","454","16147","6","0","1"
